target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3	file
Terminase_5	PF06056.12	58	CHPDPGNM_00052	-	152	0.00032	20.5	0.8	1	2	1.6e-05	0.071	13.0	0.0	4	35	20	51	17	53	0.94	LR134156_1473092-1474012.tsv
DBD_HTH	PF18430.1	35	CHPDPGNM_00053	-	486	0.12	12.2	0.1	1	1	1.2e-05	0.22	11.3	0.1	4	21	232	249	232	249	0.96	LR134156_1473092-1474012.tsv
P22_portal	PF16510.5	668	CHPDPGNM_00054	-	725	0.0	1257.7	15.6	1	1	0.0	0.0	1257.5	15.6	1	668	14	681	14	681	1.0	LR134156_1473092-1474012.tsv
Phage-scaffold	PF09306.10	303	CHPDPGNM_00055	-	303	3.4999999999999965e-198	657.1	13.0	1	1	2.1999999999999983e-202	3.899999999999996e-198	657.0	13.0	1	303	1	302	1	302	1.0	LR134156_1473092-1474012.tsv
P22_CoatProtein	PF11651.8	417	CHPDPGNM_00056	-	430	4.099999999999997e-152	506.6	3.3	1	1	7.599999999999995e-156	4.5999999999999986e-152	506.4	3.3	1	417	1	427	1	427	0.99	LR134156_1473092-1474012.tsv
P22_Tail-4	PF11650.8	164	CHPDPGNM_00058	-	166	2.699999999999999e-82	274.6	0.0	1	1	1.8e-86	3.299999999999999e-82	274.3	0.0	1	163	1	160	1	161	0.99	LR134156_1473092-1474012.tsv
Phage_stabilise	PF11134.8	469	CHPDPGNM_00059	-	472	3.0999999999999962e-291	966.0	0.2	1	1	1.8999999999999977e-295	3.499999999999996e-291	965.9	0.2	1	469	4	472	4	472	1.0	LR134156_1473092-1474012.tsv
RseC_MucC	PF04246.12	130	GNNPOAOM_00001	-	90	1.2	9.1	10.0	1	2	0.032	290.0	1.4	2.0	94	112	7	25	2	29	0.84	LS483392_1329713-1330618.tsv
Phage_tail_S	PF05069.13	148	GNNPOAOM_00002	-	152	5.799999999999999e-39	133.3	1.2	1	1	3.6e-43	6.4e-39	133.2	1.2	3	147	4	150	2	151	0.91	LS483392_1329713-1330618.tsv
P2_Phage_GpR	PF06891.11	131	GNNPOAOM_00003	-	156	6.7e-43	145.9	0.1	1	1	9.1e-47	8.1e-43	145.6	0.1	1	131	1	130	1	130	0.98	LS483392_1329713-1330618.tsv
zf-dskA_traR	PF01258.17	36	GNNPOAOM_00004	-	71	5.5e-12	45.4	1.8	1	1	3.5e-15	7.9e-12	44.9	1.8	5	35	33	63	25	64	0.93	LS483392_1329713-1330618.tsv
Lectin_N	PF03954.14	131	GNNPOAOM_00005	-	116	0.013	15.3	1.6	1	1	4.4e-06	0.016	15.0	1.6	37	105	18	89	2	96	0.81	LS483392_1329713-1330618.tsv
Phage_lysozyme	PF00959.19	109	GNNPOAOM_00006	-	172	8.8e-26	90.5	0.1	1	1	6.3e-30	1.0999999999999999e-25	90.2	0.1	2	109	55	164	54	164	0.98	LS483392_1329713-1330618.tsv
Phage_holin_2_3	PF16080.5	56	GNNPOAOM_00007	-	73	5.600000000000001e-17	61.2	0.1	1	1	2e-20	7.3e-17	60.9	0.1	5	56	6	64	3	64	0.9	LS483392_1329713-1330618.tsv
Phage_tail_X	PF05489.12	60	GNNPOAOM_00008	-	69	2.5e-17	62.3	0.0	1	1	1.5999999999999999e-21	2.8000000000000005e-17	62.1	0.0	1	57	1	56	1	64	0.95	LS483392_1329713-1330618.tsv
Phage_GPL	PF05926.11	139	GNNPOAOM_00009	-	168	8.3e-47	158.7	0.1	1	1	6.6e-51	1.1999999999999999e-46	158.2	0.1	1	139	33	168	33	168	0.99	LS483392_1329713-1330618.tsv
Phage_term_smal	PF05944.12	130	GNNPOAOM_00010	-	220	1.1999999999999999e-46	157.9	0.0	1	1	2.4e-50	2.2e-46	157.1	0.0	4	130	41	167	39	167	0.99	LS483392_1329713-1330618.tsv
Phage_cap_P2	PF05125.12	326	GNNPOAOM_00011	-	343	2.1999999999999987e-129	431.2	2.8	1	1	1.3999999999999992e-133	2.3999999999999983e-129	431.0	2.8	1	326	8	337	8	337	0.99	LS483392_1329713-1330618.tsv
Phage_GPO	PF05929.11	272	GNNPOAOM_00012	-	275	6.899999999999997e-102	340.7	3.0	1	1	2.199999999999999e-105	7.799999999999994e-102	340.5	3.0	1	272	5	275	5	275	0.92	LS483392_1329713-1330618.tsv
Terminase_6	PF03237.15	215	GNNPOAOM_00013	-	591	1.5e-48	165.3	1.5	1	2	7.4e-52	1.8999999999999997e-48	165.0	0.7	1	214	167	388	167	389	0.99	LS483392_1329713-1330618.tsv
Phage_portal	PF04860.12	314	GNNPOAOM_00014	-	336	1.7000000000000002e-18	66.9	0.1	1	1	1.3e-22	2.3e-18	66.5	0.1	49	263	90	317	83	334	0.83	LS483392_1329713-1330618.tsv
Phage_integrase	PF00589.22	172	GNNPOAOM_00015	-	392	2.1e-24	86.2	0.0	1	1	5.6e-28	5e-24	85.0	0.0	3	169	215	382	213	384	0.93	LS483392_1329713-1330618.tsv
Phage_AlpA	PF05930.12	51	GNNPOAOM_00016	-	66	9.8e-06	25.3	0.0	1	1	2e-09	1.2e-05	25.0	0.0	5	51	10	56	6	56	0.87	LS483392_1329713-1330618.tsv
DNA_methylase	PF00145.17	335	GNNPOAOM_00021	-	265	0.00066	19.1	0.2	1	2	1.2e-05	0.21	10.9	0.0	47	80	60	93	41	104	0.84	LS483392_1329713-1330618.tsv
Exo_endo_phos_2	PF14529.6	119	GNNPOAOM_00022	-	119	0.0068	16.2	0.1	1	1	9.1e-07	0.0082	16.0	0.1	19	72	37	96	17	114	0.73	LS483392_1329713-1330618.tsv
KASH_CCD	PF14662.6	191	GNNPOAOM_00023	-	78	0.00063	19.6	5.9	1	1	3.4e-07	0.0007599999999999999	19.4	5.9	61	126	8	73	4	75	0.93	LS483392_1329713-1330618.tsv
GRAM	PF02893.20	114	GNNPOAOM_00024	-	59	0.14	12.1	0.0	1	1	7.9e-06	0.14	12.0	0.0	53	84	20	52	3	57	0.8	LS483392_1329713-1330618.tsv
SSB	PF00436.25	104	GNNPOAOM_00025	-	144	7.6e-31	106.2	0.2	1	1	1e-34	9.299999999999999e-31	106.0	0.2	2	104	6	108	5	108	0.99	LS483392_1329713-1330618.tsv
DUF3799	PF12684.7	234	GNNPOAOM_00026	-	214	0.063	13.0	1.3	1	2	8.2e-06	0.07400000000000001	12.8	0.1	112	164	88	138	78	151	0.88	LS483392_1329713-1330618.tsv
P22_AR_C	PF10548.9	73	GNNPOAOM_00027	-	206	1.4e-22	79.7	0.6	1	2	1.5	9000.0	-3.1	0.0	51	71	30	50	28	52	0.66	LS483392_1329713-1330618.tsv
HlyD_2	PF12700.7	417	GNNPOAOM_00029	-	163	0.0057	15.4	0.0	1	2	5.4e-07	0.0097	14.7	0.0	92	177	26	112	17	124	0.84	LS483392_1329713-1330618.tsv
TMEM154	PF15102.6	142	GNNPOAOM_00032	-	115	0.021	14.7	0.3	1	1	2e-06	0.036000000000000004	14.0	0.3	76	113	46	83	40	91	0.87	LS483392_1329713-1330618.tsv
DUF1508	PF07411.12	48	GNNPOAOM_00034	-	56	3.8e-18	65.1	0.0	1	1	2.5e-22	4.4000000000000005e-18	64.9	0.0	3	48	10	55	9	55	0.96	LS483392_1329713-1330618.tsv
BstA	-	285	GNNPOAOM_00036	-	302	1.5999999999999993e-102	342.4	0.1	1	1	1.9999999999999996e-106	1.7999999999999992e-102	342.2	0.1	1	284	12	299	12	300	0.95	LS483392_1329713-1330618.tsv
Peptidase_S24	PF00717.23	70	GNNPOAOM_00037	-	230	3.6000000000000004e-14	52.5	0.2	1	1	3.2e-17	5.700000000000001e-14	51.8	0.2	2	69	140	207	139	208	0.91	LS483392_1329713-1330618.tsv
YdaS_antitoxin	PF15943.5	65	GNNPOAOM_00038	-	82	5.1e-18	64.7	0.1	1	1	3.3e-21	5.8e-18	64.5	0.1	1	59	17	74	17	79	0.94	LS483392_1329713-1330618.tsv
ANT	PF03374.14	108	GNNPOAOM_00040	-	231	3.9e-25	88.3	0.4	1	2	0.61	2700.0	-1.3	0.0	21	45	23	47	13	75	0.69	LS483392_1329713-1330618.tsv
HTH_36	PF13730.6	55	GNNPOAOM_00041	-	252	1.4e-11	44.1	0.0	1	1	5.7e-15	2.6e-11	43.3	0.0	5	55	17	67	16	67	0.96	LS483392_1329713-1330618.tsv
Phage_lambda_P	PF06992.11	162	GNNPOAOM_00042	-	213	1.1e-36	126.0	0.3	1	1	1.6e-40	1.3999999999999999e-36	125.6	0.3	2	155	24	172	23	179	0.93	LS483392_1329713-1330618.tsv
Dam	PF05869.11	171	GNNPOAOM_00043	-	193	7.799999999999998e-32	110.2	0.7	1	1	1.1000000000000002e-34	1.9e-30	105.7	0.7	6	151	5	175	1	189	0.85	LS483392_1329713-1330618.tsv
NinB	PF05772.12	131	GNNPOAOM_00044	-	138	4.4e-54	181.8	0.3	1	1	2.799999999999999e-58	5e-54	181.6	0.3	2	131	4	133	3	133	0.99	LS483392_1329713-1330618.tsv
NinG	PF05766.12	186	GNNPOAOM_00045	-	182	4.099999999999999e-73	245.3	19.4	1	1	1.2999999999999997e-76	4.4999999999999983e-73	245.1	19.4	5	185	3	180	1	181	0.95	LS483392_1329713-1330618.tsv
Phage_antitermQ	PF06530.12	118	GNNPOAOM_00046	-	122	1.6000000000000002e-10	40.9	0.0	1	1	3e-14	1.8000000000000002e-10	40.7	0.0	4	116	5	117	2	119	0.93	LS483392_1329713-1330618.tsv
HSDR_N	PF04313.14	194	GNNPOAOM_00047	-	196	4.9000000000000006e-14	52.7	0.0	1	2	1e-05	0.06	13.3	0.0	2	37	36	71	35	78	0.89	LS483392_1329713-1330618.tsv
P22_AR_N	PF10547.9	114	GNNPOAOM_00049	-	287	1.0999999999999999e-44	151.4	0.1	1	1	3.899999999999999e-48	1.6999999999999996e-44	150.7	0.1	1	114	8	122	8	122	0.98	LS483392_1329713-1330618.tsv
Phage_holin_2_3	PF16080.5	56	GNNPOAOM_00050	-	83	1.2e-05	24.9	0.4	1	1	7.2e-09	1.6e-05	24.5	0.4	11	55	12	56	5	57	0.77	LS483392_1329713-1330618.tsv
Phage_lysozyme	PF00959.19	109	GNNPOAOM_00051	-	180	4.5e-26	91.4	0.0	1	1	3.1e-30	5.599999999999999e-26	91.1	0.0	2	109	58	168	57	168	0.97	LS483392_1329713-1330618.tsv
DUF2570	PF10828.8	108	GNNPOAOM_00052	-	111	1.4e-35	121.4	7.5	1	1	6.799999999999999e-39	1.5e-35	121.3	7.5	6	107	12	110	7	111	0.94	LS483392_1329713-1330618.tsv
DUF1441	PF07278.11	149	GNNPOAOM_00053	-	157	1.1999999999999998e-54	184.3	0.1	1	1	1.2e-57	1.3999999999999995e-54	184.1	0.1	1	147	8	149	8	151	0.99	LS483392_1329713-1330618.tsv
Terminase_GpA	PF05876.12	558	GNNPOAOM_00054	-	706	1.299999999999999e-182	608.3	0.0	1	1	5.199999999999997e-186	1.599999999999999e-182	608.0	0.0	1	558	32	642	32	642	0.97	LS483392_1329713-1330618.tsv
ABC_tran_CTD	PF16326.5	69	GNNPOAOM_00055	-	72	0.00039	20.6	0.7	1	1	3.7e-07	0.0005099999999999999	20.2	0.7	11	62	6	56	3	57	0.89	LS483392_1329713-1330618.tsv
Phage_portal_2	PF05136.13	362	GNNPOAOM_00056	-	507	9.399999999999994e-89	298.1	0.8	1	1	7.099999999999996e-93	1.2999999999999995e-88	297.6	0.8	4	362	36	375	34	375	0.91	LS483392_1329713-1330618.tsv
CLP_protease	PF00574.23	182	GNNPOAOM_00057	-	668	7.0999999999999994e-40	136.8	0.0	1	1	2.5e-43	1.4999999999999995e-39	135.8	0.0	3	180	10	185	8	186	0.93	LS483392_1329713-1330618.tsv
DUF2190	PF09956.9	102	GNNPOAOM_00058	-	107	5.3e-15	55.8	8.8	1	1	6.7e-19	6e-15	55.6	8.8	2	101	7	104	6	105	0.85	LS483392_1329713-1330618.tsv
Gifsy-2	PF13856.6	99	GNNPOAOM_00059	-	103	3.2000000000000003e-28	98.0	0.0	1	1	4.0999999999999987e-32	3.7e-28	97.8	0.0	3	99	7	102	5	102	0.98	LS483392_1329713-1330618.tsv
Minor_tail_Z	PF06763.11	190	GNNPOAOM_00060	-	176	8e-39	133.4	10.5	1	1	1.1e-42	1e-38	133.1	10.5	9	179	13	173	5	176	0.87	LS483392_1329713-1330618.tsv
Phage_tail_U	PF06141.11	132	GNNPOAOM_00061	-	136	1.3e-40	138.8	2.2	1	1	1.6e-44	1.4e-40	138.7	2.2	2	132	3	134	2	134	0.98	LS483392_1329713-1330618.tsv
DUF5516	PF17637.2	37	GNNPOAOM_00063	-	38	0.26	11.1	2.2	1	2	0.042	750.0	-0.0	0.1	21	25	3	7	1	12	0.8	LS483392_1329713-1330618.tsv
SL4P	PF17618.2	88	GNNPOAOM_00064	-	135	0.016	15.2	0.1	1	1	1.4e-06	0.024	14.7	0.1	15	73	50	110	44	122	0.86	LS483392_1329713-1330618.tsv
DUF4035	PF13227.6	55	GNNPOAOM_00065	-	74	9.1e-31	105.3	0.9	1	1	6.1e-35	1.1e-30	105.1	0.9	2	55	12	65	11	65	0.98	LS483392_1329713-1330618.tsv
Gp49	PF05973.14	90	GNNPOAOM_00066	-	127	1.2e-21	76.7	0.0	1	1	8.199999999999999e-26	1.5e-21	76.3	0.0	2	89	16	110	15	111	0.95	LS483392_1329713-1330618.tsv
Phycobilisome	PF00502.19	155	CBLFFFLH_00001	-	168	0.0028	17.6	0.0	1	1	4.8e-07	0.0043	17.0	0.0	7	90	81	164	78	167	0.94	CP028994_4443838-4444761.tsv
DUF4054	PF13262.6	107	CBLFFFLH_00002	-	139	6.7e-28	96.9	0.1	1	1	4.2999999999999994e-32	7.7e-28	96.7	0.1	1	106	13	125	13	126	0.98	CP028994_4443838-4444761.tsv
PKcGMP_CC	PF16808.5	35	CBLFFFLH_00003	-	93	1.1e-06	28.4	0.5	1	1	3.8e-10	1.7e-06	27.7	0.5	7	31	54	78	52	79	0.95	CP028994_4443838-4444761.tsv
DUF2184	PF09950.9	251	CBLFFFLH_00004	-	313	2.8e-81	272.6	0.1	1	1	6.199999999999997e-85	3.6999999999999985e-81	272.2	0.1	4	251	73	313	71	313	0.99	CP028994_4443838-4444761.tsv
DUF2213	PF09979.9	168	CBLFFFLH_00006	-	400	4.7e-43	147.1	0.0	1	1	1.2999999999999999e-46	7.8e-43	146.4	0.0	5	168	17	182	13	182	0.98	CP028994_4443838-4444761.tsv
Phage_Mu_F	PF04233.14	112	CBLFFFLH_00008	-	177	2e-12	47.8	0.1	1	1	3.1e-16	2.7e-12	47.4	0.1	2	109	61	166	60	169	0.86	CP028994_4443838-4444761.tsv
DUF1073	PF06381.11	357	CBLFFFLH_00009	-	483	1.199999999999999e-107	359.8	0.0	1	1	9.499999999999999e-112	1.699999999999999e-107	359.3	0.0	5	354	48	396	45	399	0.97	CP028994_4443838-4444761.tsv
Terminase_3	PF04466.13	201	CBLFFFLH_00010	-	466	5.5e-40	137.1	0.0	1	1	9.3e-44	8.3e-40	136.5	0.0	3	200	24	213	22	214	0.97	CP028994_4443838-4444761.tsv
Sigma70_r4	PF04545.16	50	CBLFFFLH_00011	-	253	0.0029	17.1	0.0	1	1	1.3e-06	0.0058	16.1	0.0	13	43	9	40	5	41	0.82	CP028994_4443838-4444761.tsv
Phage_lysis	PF03245.13	126	CBLFFFLH_00012	-	155	8.8e-28	97.0	7.0	1	1	3.3999999999999997e-31	1e-27	96.8	7.0	1	126	29	154	29	154	0.96	CP028994_4443838-4444761.tsv
Phage_lysozyme	PF00959.19	109	CBLFFFLH_00013	-	164	1e-25	90.3	0.0	1	1	7e-30	1.3e-25	90.0	0.0	1	108	47	153	47	154	0.99	CP028994_4443838-4444761.tsv
Phage_holin_2_1	PF04971.12	64	CBLFFFLH_00014	-	74	1.2999999999999999e-27	95.6	0.1	1	1	4.1e-31	1.5e-27	95.4	0.1	1	62	5	63	5	65	0.97	CP028994_4443838-4444761.tsv
Antiterm	PF03589.13	87	CBLFFFLH_00017	-	259	2.9999999999999997e-44	149.2	6.8	1	4	1.2e-26	3.7e-23	81.6	0.3	1	87	23	111	23	111	0.99	CP028994_4443838-4444761.tsv
NinG	PF05766.12	186	CBLFFFLH_00020	-	212	5.799999999999998e-57	192.6	10.5	1	1	2.5e-60	7.3e-57	192.3	10.5	1	186	1	203	1	203	0.92	CP028994_4443838-4444761.tsv
NinE	PF05322.11	58	CBLFFFLH_00021	-	56	1.1e-05	25.2	2.2	1	1	7.8e-10	1.4e-05	24.9	2.2	24	58	18	53	14	53	0.92	CP028994_4443838-4444761.tsv
NinB	PF05772.12	131	CBLFFFLH_00022	-	151	0.0019	18.0	0.1	1	1	1.5e-07	0.0027	17.5	0.1	18	127	19	131	11	135	0.8	CP028994_4443838-4444761.tsv
DUF550	PF04447.12	97	CBLFFFLH_00024	-	317	1.6999999999999996e-44	149.8	0.5	1	1	3.899999999999999e-48	3.5e-44	148.8	0.5	2	95	104	197	103	199	0.97	CP028994_4443838-4444761.tsv
Ead_Ea22	PF13935.6	139	CBLFFFLH_00026	-	224	3.7e-13	50.3	9.5	1	1	1.5999999999999998e-14	4.1e-11	43.7	9.5	3	138	4	164	2	179	0.78	CP028994_4443838-4444761.tsv
DUF977	PF06163.11	127	CBLFFFLH_00029	-	98	0.023	14.6	0.1	1	1	1.3e-05	0.12	12.4	0.1	85	122	56	93	2	97	0.8	CP028994_4443838-4444761.tsv
Phage_rep_O	PF04492.13	95	CBLFFFLH_00031	-	339	3.5e-27	94.8	0.1	1	1	9.7e-31	5.7999999999999994e-27	94.1	0.1	1	95	21	119	21	119	0.99	CP028994_4443838-4444761.tsv
Phage_CII	PF05269.11	91	CBLFFFLH_00033	-	73	6.8e-13	48.7	0.3	1	1	4.8e-16	7.200000000000001e-13	48.6	0.3	1	58	1	60	1	71	0.87	CP028994_4443838-4444761.tsv
YdaS_antitoxin	PF15943.5	65	CBLFFFLH_00034	-	81	5.8e-07	29.3	0.2	1	1	2.7000000000000005e-10	1.6e-06	27.9	0.2	3	31	6	34	4	74	0.72	CP028994_4443838-4444761.tsv
Peptidase_S24	PF00717.23	70	CBLFFFLH_00035	-	217	2e-06	27.7	0.0	1	1	4e-10	3.6000000000000007e-06	26.8	0.0	4	64	135	196	133	200	0.81	CP028994_4443838-4444761.tsv
BstA	-	285	CBLFFFLH_00036	-	307	3.899999999999998e-127	423.1	0.0	1	1	2.499999999999998e-131	4.499999999999998e-127	422.9	0.0	1	284	12	295	12	296	0.99	CP028994_4443838-4444761.tsv
DUF1664	PF07889.12	124	CBLFFFLH_00039	-	323	1.8	8.6	6.0	1	3	0.16	2900.0	-1.7	0.0	30	65	6	40	3	44	0.66	CP028994_4443838-4444761.tsv
Phage_Arf	PF17585.2	47	CBLFFFLH_00041	-	52	8.7e-14	51.2	1.6	1	1	7.000000000000001e-18	1.3e-13	50.7	1.6	5	46	7	51	3	52	0.87	CP028994_4443838-4444761.tsv
ERF	PF04404.12	153	CBLFFFLH_00042	-	217	6.6e-22	78.0	0.1	1	1	4.5e-26	7.9999999999999985e-22	77.7	0.1	1	133	6	149	6	175	0.84	CP028994_4443838-4444761.tsv
HTH_23	PF13384.6	50	CBLFFFLH_00044	-	101	1.5e-06	27.8	0.4	1	2	0.0053	8.7	6.3	0.0	20	41	20	41	12	46	0.83	CP028994_4443838-4444761.tsv
MT-A70	PF05063.14	172	CBLFFFLH_00045	-	218	2.8999999999999997e-22	79.4	0.0	1	2	8.6e-16	1.5e-11	44.5	0.0	1	85	4	91	4	100	0.85	CP028994_4443838-4444761.tsv
Dynein_light	PF01221.18	86	CBLFFFLH_00046	-	47	0.058	13.7	0.0	1	1	3.3e-06	0.058	13.7	0.0	32	63	13	44	1	46	0.81	CP028994_4443838-4444761.tsv
zf-dskA_traR	PF01258.17	36	CBLFFFLH_00048	-	78	3.3e-10	39.7	10.4	1	1	2.4e-13	4.7e-10	39.2	10.4	4	35	34	65	31	66	0.93	CP028994_4443838-4444761.tsv
Phage_AlpA	PF05930.12	51	CBLFFFLH_00049	-	66	0.0091	15.8	0.0	1	1	1.2e-06	0.01	15.6	0.0	4	38	11	45	8	52	0.87	CP028994_4443838-4444761.tsv
Cupin_2	PF07883.11	71	CBLFFFLH_00050	-	160	0.00012	21.7	0.1	1	1	2.8e-08	0.00026000000000000003	20.7	0.1	4	58	42	103	40	114	0.82	CP028994_4443838-4444761.tsv
LysR_substrate	PF03466.20	209	CBLFFFLH_00052	-	302	5e-48	163.2	5.9	1	1	1.8e-51	8e-48	162.6	5.9	4	207	89	289	86	290	0.98	CP028994_4443838-4444761.tsv
dCMP_cyt_deam_1	PF00383.23	101	CBLFFFLH_00053	-	152	8.9e-20	70.5	0.0	1	1	4e-23	1.1999999999999999e-19	70.1	0.0	1	100	1	101	1	102	0.96	CP028994_4443838-4444761.tsv
MFS_1	PF07690.16	353	CBLFFFLH_00054	-	398	3.4e-27	95.3	60.2	1	2	7.6e-30	2.7000000000000004e-26	92.3	44.5	13	352	26	346	9	347	0.83	CP028994_4443838-4444761.tsv
Aminotran_1_2	PF00155.21	363	CBLFFFLH_00055	-	404	6.1999999999999964e-59	200.0	0.0	1	1	1.7e-62	7.6e-59	199.7	0.0	2	347	37	375	36	389	0.92	CP028994_4443838-4444761.tsv
5TM-5TMR_LYT	PF07694.12	169	CBLFFFLH_00056	-	565	4.199999999999999e-43	146.8	14.9	1	1	3.8999999999999995e-46	6.9999999999999976e-43	146.0	14.9	2	167	29	192	28	194	0.95	CP028994_4443838-4444761.tsv
LytTR	PF04397.15	98	CBLFFFLH_00057	-	245	1.9e-31	108.2	0.4	1	1	4.2999999999999996e-35	3.8e-31	107.2	0.4	2	97	147	243	146	244	0.98	CP028994_4443838-4444761.tsv
Glucokinase	PF02685.16	316	CBLFFFLH_00058	-	321	1.5999999999999997e-121	405.2	0.0	1	1	1.9999999999999995e-125	1.799999999999999e-121	405.0	0.0	1	315	6	315	6	316	0.99	CP028994_4443838-4444761.tsv
Voltage_CLC	PF00654.20	354	CBLFFFLH_00059	-	411	5.900000000000001e-20	71.8	36.8	1	2	0.0029	51.0	2.9	1.1	127	177	25	73	12	75	0.81	CP028994_4443838-4444761.tsv
TPP_enzyme_N	PF02776.18	172	CBLFFFLH_00060	-	553	2.6e-33	115.1	0.4	1	2	1.8e-36	1.1e-32	113.0	0.1	2	168	6	176	5	180	0.88	CP028994_4443838-4444761.tsv
HTH_20	PF12840.7	61	EKMGJPNL_00002	-	99	2.8e-15	56.1	1.2	1	1	2.2e-18	4.4e-15	55.5	1.2	3	59	8	64	7	66	0.96	CP001096_4396643-4397494.tsv
TauE	PF01925.19	236	EKMGJPNL_00003	-	261	4.7e-29	101.7	45.7	1	1	3.8e-33	6.800000000000001e-29	101.2	45.7	2	235	9	255	8	259	0.86	CP001096_4396643-4397494.tsv
HTH_5	PF01022.20	47	EKMGJPNL_00004	-	118	4.8e-12	45.6	0.0	1	1	9.9e-15	7.4e-12	44.9	0.0	4	47	22	68	19	68	0.93	CP001096_4396643-4397494.tsv
Methyltransf_31	PF13847.6	152	EKMGJPNL_00005	-	283	3.3e-31	108.1	0.0	1	1	5.599999999999998e-34	5e-31	107.6	0.0	3	136	77	209	75	240	0.9	CP001096_4396643-4397494.tsv
DUF3606	PF12244.8	54	EKMGJPNL_00006	-	66	1.3999999999999998e-16	60.1	2.4	1	1	9.399999999999999e-21	1.7e-16	59.9	2.4	3	54	12	63	10	63	0.96	CP001096_4396643-4397494.tsv
Beta_elim_lyase	PF01212.21	293	EKMGJPNL_00008	-	482	5.1e-58	196.7	0.1	1	1	2e-61	7.1e-58	196.2	0.1	1	289	55	426	55	429	0.96	CP001096_4396643-4397494.tsv
YkuD	PF03734.14	146	EKMGJPNL_00009	-	239	1.8e-19	70.6	0.1	1	1	1.5e-23	2.5999999999999996e-19	70.1	0.1	3	146	96	223	94	223	0.8	CP001096_4396643-4397494.tsv
HIPIP	PF01355.17	66	EKMGJPNL_00010	-	112	0.084	13.2	3.1	1	2	0.078	1400.0	-0.3	0.1	33	51	27	46	24	54	0.7	CP001096_4396643-4397494.tsv
DUF4403	PF14356.6	425	EKMGJPNL_00011	-	520	7.899999999999997e-111	370.7	1.4	1	1	1.4999999999999994e-114	9.199999999999994e-111	370.5	1.4	2	425	49	506	48	506	0.97	CP001096_4396643-4397494.tsv
PRC	PF05239.16	79	EKMGJPNL_00012	-	179	8.7e-14	51.4	0.6	1	1	1.4000000000000006e-17	1.2e-13	50.9	0.6	2	63	47	109	46	114	0.92	CP001096_4396643-4397494.tsv
DUF4404	PF14357.6	83	EKMGJPNL_00013	-	180	0.52	11.0	4.2	1	2	7e-05	0.63	10.7	1.9	5	56	18	76	16	88	0.8	CP001096_4396643-4397494.tsv
Response_reg	PF00072.24	112	EKMGJPNL_00014	-	240	8.6e-31	106.4	0.0	1	1	1.7e-34	1.5e-30	105.6	0.0	1	112	8	117	8	117	0.98	CP001096_4396643-4397494.tsv
HATPase_c	PF02518.26	112	EKMGJPNL_00015	-	444	4.7999999999999995e-19	68.9	0.0	1	1	1.9999999999999999e-22	6.999999999999998e-19	68.4	0.0	4	110	332	437	329	439	0.9	CP001096_4396643-4397494.tsv
DAO	PF01266.24	352	EKMGJPNL_00017	-	368	4.4e-38	131.8	0.9	1	1	4.2999999999999993e-41	6.4e-38	131.2	0.9	2	350	44	352	43	354	0.84	CP001096_4396643-4397494.tsv
ThiS	PF02597.20	77	EKMGJPNL_00018	-	65	2.5e-14	53.7	0.0	1	1	1.6e-18	2.8e-14	53.5	0.0	1	77	3	65	3	65	0.97	CP001096_4396643-4397494.tsv
ThiG	PF05690.14	247	EKMGJPNL_00019	-	260	5.999999999999998e-105	350.0	0.0	1	1	7.499999999999996e-109	6.7999999999999975e-105	349.8	0.0	2	247	4	249	3	249	0.99	CP001096_4396643-4397494.tsv
TMP-TENI	PF02581.17	181	EKMGJPNL_00020	-	202	3.0999999999999993e-50	170.0	0.2	1	1	1.0999999999999999e-53	3.7999999999999994e-50	169.7	0.2	15	181	13	181	7	181	0.98	CP001096_4396643-4397494.tsv
ThiC_Rad_SAM	PF01964.18	418	EKMGJPNL_00021	-	641	2.599999999999998e-197	655.7	0.0	1	1	3.4999999999999965e-201	3.0999999999999973e-197	655.4	0.0	1	417	130	577	130	578	0.99	CP001096_4396643-4397494.tsv
BstA	-	285	EKMGJPNL_00022	-	309	3.8999999999999995e-111	370.6	0.0	1	1	4.9999999999999975e-115	4.4999999999999985e-111	370.4	0.0	1	283	13	295	13	297	0.98	CP001096_4396643-4397494.tsv
DUF4917	PF16263.5	310	EKMGJPNL_00023	-	347	8.499999999999997e-71	238.8	0.0	1	1	2.7e-74	9.799999999999996e-71	238.6	0.0	1	310	22	346	22	346	0.91	CP001096_4396643-4397494.tsv
SnoaL	PF07366.12	126	EKMGJPNL_00024	-	132	2.7999999999999998e-36	124.1	0.0	1	1	5.099999999999999e-40	3.1e-36	124.0	0.0	2	126	8	128	7	128	0.98	CP001096_4396643-4397494.tsv
Acetyltransf_1	PF00583.25	117	EKMGJPNL_00026	-	154	1.2e-05	25.5	0.0	1	1	3.7e-09	1.7e-05	25.1	0.0	31	115	29	129	5	132	0.7	CP001096_4396643-4397494.tsv
DUF1778	PF08681.11	80	EKMGJPNL_00027	-	112	8.9e-25	86.4	0.1	1	2	0.45	8000.0	-3.1	0.3	16	23	16	23	5	25	0.69	CP001096_4396643-4397494.tsv
